post_id,display_name,comment_text
118981,"Joel Spolsky","@Bob Only the rented cloud computing services lead to reduced responsibility. I was actually part of a team that was working on developing and maintaining a private and secure cloud computing platform for the US Department of Defense and services/applications that run on this cloud. The goal was to not reduce responsibility, but to improve access to data, services, and applications. What was accomplished was breaking down information silos and producing a number of services and applications accessible to any clients with access to the cloud."
118983,"Joel Spolsky","@Caleb That would account for billing like a utility, but not "no capital expenditure or up-front payment"" since the company is incurring the cost"
119237,"Joel Spolsky","It's probably not a text, but an article in a newspaper or magazine, or perhaps the press release announcing it. At least, that's the impression I get from the quote you posted (and I don't have my copy of TMMM handy at the moment)."
119240,"Joel Spolsky","You actually found someplace with the original press release. I was looking, but didn't see anything. +1, even though it's behind a registration wall."
21839,"Joel Spolsky","@greengit In many places, to use the title "engineer"""
21839,"Joel Spolsky","Although that doesn't mean that someone without this formal education can't practice engineering. They just can't call themselves an engineer as a professional title."
21839,"Joel Spolsky","@Renesis By definition, engineering is a craft. Definition of craft: "an art"
21839,"Joel Spolsky","@Renesis I have and always will use the terms as I defined them. Most people I know also make the differentiations and use the same definitions I do. If the asker doesn't, I account for that by providing definitions of how each term is used in my answer, therefore establishing a clear, common definition within a context."
120282,"Joel Spolsky","+1 for the first statement, -1 for the second. Never, under any circumstances, provide an off-the-cuff or on-the-spot estimate. See: The Pragmatic Programmer."
120282,"Joel Spolsky","I believe this is also explicitly mentioned in Steve McConnell's Software Estimation: Demystifying the Black Art and referred to in the works of Watts Humphrey on the Personal Software Process. I don't believe that Hunt, Thomas, McConnell, and Humphrey would be wrong on this - they are among the experts on software development processes and best practices."
120282,"Joel Spolsky","I never mention any time, at all, until I've had a chance to think about it. I say "give me the requirements and/or defect reports"
120282,"Joel Spolsky","Of course, for smaller changes ("change this text"" or ""swap the position of those two buttons"")"
716,"Joel Spolsky","@MadKeithV I have never been in that situation, and I've sat in and been involved with multiple project proposals for multi-million dollar contracts on both sides of the fence. In fact, in my experiences, after an RFP is published, the bidders have ample time to review the documents, ask questions, and produce estimates for cost and time."
716,"Joel Spolsky","@MadKeithV That concept is foreign to me. Perhaps it's just not how it works in the defense industry, or at least on the types of projects that I've worked on. There's just an RFP, some back-and-forth, and then bids. The customer creates some type of conops document or system requirements and draws up an RFP. Then, bidders review these documents, ask questions, and eventually submit a bid. I've never seen pre-RFP discussions, although I have seen RFPs that just go nowhere because of what the bids look like."
120301,"Joel Spolsky","I fully endorse process tailoring and I can't think of why anyone would argue against it, but there is something to be aware of. Scrum purists (including at least one of the creators, although I don't remember which one) will argue that once you drop things mandated by Scrum, it's no longer Scrum and shouldn't be called Scrum. Tailoring is fine, as long as you call your process what it is. It kind of nitpicky, but something to be aware of, especially if you are looking to hire people who have experience with Scrum - some might call you out on it."
120353,"Joel Spolsky","Yeah. I got the notification that there was another answer posted as I was getting the links to the AUP and OUP. I figured since I was almost done, I was just going to post it anyway."
120355,"Joel Spolsky","@Boris I didn't see your comment. I actually just posted Special Case as an answer."
120344,"Joel Spolsky","Why are you making this case to non-software managers? You should be making this case to software/technical managers who should be reading (or have read) Martin's Clean Code and McConnell's Code Complete, analyzing what they read/learn, and then they should be making the case to the business/non-technical managers. Business managers, generally, don't care what the code looks like - they speak in terms of earned value, cost, time, and system quality. The software managers should be taking technical concepts and translating it into these terms, if they can't independently motivate the teams."
120344,"Joel Spolsky","@Aerik That changes everything. You shouldn't be approaching the managers about this (at least, not at first), but going through the software technical managers to the people who aren't software engineers who are writing the code. You aren't trying to sell this to management, but developers. You might just need to sell it to management to get developers to listen. I'll work on an answre later."
120430,"Joel Spolsky","I disagree with the line number continuning across files. To me, that's just confusing and awkward. If there are any issues found, they need to be tracked by module (class, file, maybe even method) anyway. In addition, during a code review, you shouldn't be reviewing an entire system, but rather a subsystem or even a couple of classes or files, so it shouldn't be too hard to track where the changes are."
120430,"Joel Spolsky","If you're organized, it shouldn't matter. To me, I feel that it would slow me down. I've been involved with code reviews and I always print out the files, staple them by class/file, and then read and annotate them. If someone wants to tell me where to look, I want a file name/line number pair - it would make it much easier for me, especially since my IDE prints out the file name in the header/footer on each page and I print the line numbers on a per-file basis."
120874,"Joel Spolsky","@Kilian I thought about that. I'm still learning Scala and haven't actually done anything meaningful with it yet, but I'm not sure how important it is to know Java to be able to use a Java library in Scala. It's not like you drop into Java syntax/style to call a precompiled JAR from Scala."
120977,"Joel Spolsky","@Carson Even though it's practiced, it was never supposed to be. The intention was to be a straw man, identifying the key activities in a software project. I'm not sure where the disconnect happened, between Royce's paper and people practicing a model that was known to be flawed for well-identified reasons."
121086,"Joel Spolsky","No, the PO is not a project manager. There really isn't a single equivalent to PM in Scrum. The PO is responsible for developing and prioritizing requirements. The ScrumMaster is responsible for process and removing roadblocks. The team as a whole handles estimation and scheduling. The duties of a typical PM are split up across multiple people."
121095,"Joel Spolsky","I'm not sold on #2. The process is run by the ScrumMaster, who should always be part of the developing organization. People not following procedures, identifying potential problems, and removing road blocks all fall on the SM. However, if the PO is a customer and the PO is causing difficulties, dealing with it requires more tact than it would if it was a member of the developing organization."
122055,"Joel Spolsky","@Aaron I wouldn't call Don't Make Me Think a classic - it's less than 11 years old. From what I've read, it's also focused on web development, rather than general usability principles. Also, I've never read it. Universal Principles of Design and The Design of Everyday Things were recommended reading for my software usability course, and I own and have read both."
121843,"Joel Spolsky","@kevincline I typically link to Amazon because it will convert the link into a referrer URL for Stack Exchange. If someone clicks and buys from that URL, Stack Exchange can make money. It also becomes trivial, with the title, author, and ISBN information from Amazon, to find the book in your favorite book seller of choice."
122312,"Joel Spolsky","What do you mean by "sprint realisation""? What does that entail?""
122314,"Joel Spolsky","There is no problem with a Product Owner being part of the development team. PO should not be combined with ScrumMaster."
122316,"Joel Spolsky","I would be hesitant to have him drop the Product Owner role, if he was good at it. Changing the point of contact with the users and clients mid-project, if it can be avoided, should be avoided. I'm afraid that it would be more of an adjustment shock to the outside people."
122324,"Joel Spolsky","If he wants to code more, then don't let him accept a PO job on future projects. He accepted the position, and there's simply not enough hours to do everything (at least on this project). Either that, or have someone else take over the PO duties and deal with the changes as to who the clients/customers deal with."
122315,"Joel Spolsky","@xsAce It's not noise. Noise is something that's unwanted. Client/user interaction isn't noise to the PO, but it is noise to the development team."
122286,"Joel Spolsky","Why was this migrated from Stack Overflow? According to the FAQ there, questions about "software tools commonly used by programmers"" are on-topic. I'm pretty sure Visual Studio is a software tool commonly used by programmers.""
122437,"Joel Spolsky","@S.Lott There's a difference between code making sense and having good organizational decisions for the paradigm and language. A project could be well organized and understandable to someone fluent in the language and paradigm, but not to someone new. I've encountered this myself, even in paradigms that I'm familiar with."
122480,"Joel Spolsky","I don't think Java is a pure object-oriented language. Not all language constructs are objects."
122502,"Joel Spolsky","@SteveJackson I agree, however, I've found myself using more Javadocs (even on private members) since IDEs (at least Eclipse and NetBeans) display the Javadoc comments in the code completion tooltips. Of course, they aren't as clean as the public facing interfaces, they provide tips/notes to other developers."
122437,"Joel Spolsky","@S.Lott It would make sense to the person who created it, as well as other people who were fluent in the language and/or paradigm. But it wouldn't make sense to someone who wasn't. I remember the first time I saw a C project of significant size, after developing in Java and C++ for a few years - it was very unnatural and seemingly bad. However, as I became involved in the project, it made sense. If I was to write a new C application prior to seeing that project structure, I would organize it like a C++ application, but I now see that doesn't make much sense. Now, I would do it differently."
122437,"Joel Spolsky","@S.Lott If I didn't have an expert C developer to say "this project is actually an example of a well-structured C program"" and then explain why the project was structured the way it was"
122437,"Joel Spolsky","@S.Lott To summarize, having an expert in the language or paradigm identify a well organized project, identify any weaknesses/shortcomings that might exist in the organization, and explain why is far more valuable than just reading the code and looking at the organization, with the assumption that it's well structured."
122538,"Joel Spolsky","@Sardathrion But they are the ones who know your contract and what you are currently allowed to do under it. If you aren't allowed to do what you want, then you need to take action to change the contract, if you can."
122537,"Joel Spolsky","@MPelletier All of mine allowed me to work on my own projects on my own time. Every last one. The only stipulations that I've ever had to deal with was producing competing products and creating products (even FOSS products) specifically targeting the needs of our customers."
122542,"Joel Spolsky","@P.Brian.Mackey I don't exactly follow. Being able to realize that you are lacking certain skills or knowledge to achieve an objective and then being able to identify how to obtain the skills or knowledge (either for yourself, or by finding someone who already has them and can complete the objective) is a skill that anyone can develop, regardless of personality type. It's also a skill that I would look for in a candidiate. Creativity has nothing to do with knowing the limits of your own knowledge, skills, and abilities."
122541,"Joel Spolsky","This is a terrible idea. Your employer won't just complain, but probably fire you and bring you to court. Once you're through with the legal proceedings, having to explain that you got fired for breaching your employment contract by posting employer-owned code without permission won't go over well in future interviews - I know wouldn't hire you, even if you were the most qualified person."
122541,"Joel Spolsky","Personally, no. However, I've also worked under at-will contracts or in states that require employment to be at-will, meaning you can be fired (or quit) without any reason at all. However, I have studied business management (including courses in business ethics and business law) and this is a possible outcome. In areas where you are not an at-will employee, breach of contract is a common reason for dismissal of an employee."
122538,"Joel Spolsky","@Sardathrion I wouldn't spend the money talking to my lawyer first. I would talk to HR/legal/ethics first and find out if it's against my contract. If it isn't, I don't need a lawyer. If it is and I don't like it, then I talk to my lawyer. Saves a lot of time and money."
122541,"Joel Spolsky","I know about hiring decisions through an extensive study of organizational behavior, human resources management, business ethics, and business law. I also was an interviewer for a replacement."
122989,"Joel Spolsky","@Zack: We do not use .NET programming. I'm looking for general advice that can be used on any project using any technology stack. Things like choosing a model, implementing that model, and so on."
122993,"Joel Spolsky","Yes, I plan to limit the scope of what I do, but I also want to leave them with a roadmap so they won't be left wondering what to do next, especially if things start to go better."
122993,"Joel Spolsky","I think it can be done. This is a team of 5 people, excluding me. Two are full-time developers, one is a part-time developer on this project and part-time on other projects, one is a manager, and one is a marketing type. Both full-time developers are on board for a process and the manager wants to see improvements for the team's performance. It's not like it's being forced against their will."
123332,"Joel Spolsky","To a user, everything is high severity, high priority. It's in their best interests to indicate this. The prioritization should be done by a project or product manager, a Product Owner, a quality lead, or someone else internal to the developing organization. This way, you can avoid the noise of users submitting too many high severity or high priority defects. Plus, developers can filter and only view those that have been accepted by those in a project leadership position."
123332,"Joel Spolsky","I would still prefer the user to identify the type of defect in terms of a functional component (such as "UI"""
123332,"Joel Spolsky","That makes much more sense. The impression I got from reading it was that the user submitted the bug report, and the developer used those priorities (unless directed otherwise). Deadlines, milestones, and sprints do have to be assigned internally. Impacts (severity) can be assigned by the user, since they know how much time they are losing due to the defect, but priorities need to ultimately be confirmed by a product leader or owner."
123353,"Joel Spolsky","@Pomario Why can't you estimate that in terms of story points, hours, or whatever measurement of time you assign to stories? Your engineers should understand the system. Given the defect report and knowledge about the complexity of the subsystems that could be playing a role in the defect, they should be able to estimate a total time it will take to find the location of the defect, write test cases to confirm the defect, fix the defect, and use the test cases to confirm the removal of the defect. If not, perhaps there needs to be time spent on improving your team's ability to estimate."
123375,"Joel Spolsky","I own a copy of Facts and Fallacies, and for each fact (and fallacy), there are citations for various publications that support it. I don't have a copy handy, but do any of those citations discuss the effect of the paradigm on maintenance?"
123353,"Joel Spolsky","Exactly right, @Graham. But even if they don't know exactly what code is involved, they should have enough information to know what modules (at least at the class, if not method level) are most likely involved and have knowledge about the complexity, coupling, cohesion, and overall design of that part of the system to make an educated estimate as to how long the fix will take."
123375,"Joel Spolsky","If any of the studies or publications cited in Facts and Fallacies are about the maintainability of a particular paradigm, one option would be to search the IEEE or ACM databases for other articles and papers that cite that paper. If you don't have access to the IEEE or ACM databases, I can look at my copy of the book when I get home and see if I can do such a search. Unfortunately, I'd only be able to get you names of other papers and not the papers themselves."
123561,"Joel Spolsky","@MarkTrapp There are other ways of discussing code simplicity without topics from empirical software engineering, topics that I'm far less familiar with. For example, discussing simplicity in terms of the ability to write automated tests. My skills and knowledge allow me to answer this question from the perspective of an emprical software engineer, while others can answer from alternative perspectives. Adding that statement to the question limits the number of useful answers significantly, making it (IMO) too localized. If you want to add it, you can, but this is a good question as it is."
123561,"Joel Spolsky","In its present state, there are very few answers to this question (my answer addresses the empirical software engineering standpoint, with the common metrics - there are probably others). It makes no sense to exclude answers providing valid alternatives from other perspectives, which is what the wording of this question does. I disagree fully with these edits and the question should be reverted to its original form."
123561,"Joel Spolsky","@MarkTrapp The problem is unambiguous: How do I determine code simplicity? There are several good answers. Mine is use empirical software engineering techniques to measure complexity. Another might be to write automated tests and if it's difficult to write good tests, the code is complex - a perfectly valid answer. There might be others that I'm not aware of. If you need to measure complexity/simplicity of a code base, the question should be worded in a way to allow all of the alternatives to be presented so the asker can choose the best solution for his particular case."
123574,"Joel Spolsky","I believe #3 is called block depth. It's also related to Cyclomatic Complexity if there are decisional control structures involved."
123573,"Joel Spolsky","@James I explicitly pointed that out. Any measurement or metric needs to be taken in context as an indicator that something should be looked at. It takes the judgement of an engineer to determine if corrective action is needed and what that action is. However, unless you are actively gathering data, there's no empirical way to know about potential problems."
123581,"Joel Spolsky","@Dipan Cyclomatic complexity is related to the readability of the code, through working memory. Code with high cyclomatic complexity (or even just high block depth) is difficult to keep in working memory, therefore more difficult to read straight through."
123581,"Joel Spolsky","@Dipan Less CC doesn't necessarily mean that code is easy to understand, but a greater CC does mean that the code will be more difficult to understand and remember due to [working memory](http://en.wikipedia.org/wiki/Working_memory) and the [7 plus/minus 2](http://en.wikipedia.org/wiki/The_Magical_Number_Seven,_Plus_or_Minus_Two) concepts. No human can remember what the cases in a 1000 case switch statement are - they'll have trouble remembering more than 5-9 cases. They might have a vague idea of what is being done, but not specifics."
124114,"Joel Spolsky","The entire Pattern-Oriented Software Architecture series is about patterns in different types of systems - Volume 1 is about architectural patterns and patterns that cross-cut domains, Volume 2 is about concurrent systems, Volume 3 is about resource management in networked/distributed systems, Volume 4 is about distributed systems, and Volume 5 is about pattern languages as well as a reference for the other 4 volumes. Given the question, I think that Volume 5 might also be applicable, but I haven't spent too much time with it...yet."
85516,"Joel Spolsky","This was my university's textbook for two quarters of Discrete Mathematics. The only pre-req for those courses was two quarters of calculus (but, IMO, it really wasn't needed for most of the topics)."
124963,"Joel Spolsky","I believe at least the first part of this question is discussed in my [process/product quality book](http://www.amazon.com/Metrics-Models-Software-Quality-Engineering/dp/0201729156/ref=sr_1_1?ie=UTF8&qid=1323822742&sr=8-1), but it's at work since a process engineer is borrowing it."
125116,"Joel Spolsky","@TamásSzelei They do, but I'm not aware of anyone who actually uses that method. I'll add it to my answer for completeness, though."
125116,"Joel Spolsky","@TamásSzelei Then answer the question with your own experiences. Based on my experience with Android and Android developers, the most commonly used method is Eclipse and Google's plugins. There is a lot of support available for these tools, and I would recommend using this stack to any new developer, simply because of those available support and resources. Just because you can do something doesn't mean you should, and my experiences tell me you should strongly consider an IDE for Android development."
124859,"Joel Spolsky","@BryanOakley You do account for time spent in support. If you have 4 developers, you have (4*40 = 160) man/hours per week. Using previous data, you might estimate 60 hours of support. That means you have 100 man/hours of development, or 5/8 of your week. You use this as a ratio to determine your story points. For example, if in one week, you had 8/8 (100%) development time and finished 16 story points, a week with 5/8 development time would only include 10 story points."
125428,"Joel Spolsky","Defensive programming is moe than just if statements. It includes code reviews, static analysis, security audits, secure coding guidelines, and more. In addition, the use of exceptions and exception handling (as opposed to simply letting the program crash and burn) is considered a defensive programming technique."
125428,"Joel Spolsky","I prefer to call those "good ideas when writing code"" myself"
125429,"Joel Spolsky","Agile doesn't mean delivering better software. Quality software can be shipped regardless of the methodology. Agile is typically about delivering high quality value adding software in less time, while responding to a customer's changing needs."
125433,"Joel Spolsky","I don't know if it's always true - it depends on how (at what level) you measure efficiency. If I waterfall through a project that takes me 2 years, I just spent two years developing everything. But if I use an iterative/incremental approach, I might learn that only 40% of my requirements need to be implemented and the project successfully concludes after implementing 40% of the product backlog in 15 months. That's 9 months of development time on a different project. To me, that's an increase in efficiency - I not only met all business needs of one customer, but am already supporting a second."
125433,"Joel Spolsky","As an aside, I totally agree with everything else. I'm just not sure that anyone can say that one methodology is always more/less efficient than another without defining what efficiency is. And even then, there will be variances across projects."
125429,"Joel Spolsky","@Chad Why was it not your place? Who was saying this? If it was an outside vendor, what a good opportunity to understand their project management ability before you work with them."
125400,"Joel Spolsky","@blunders I didn't run the numbers until just now, and I'm still not sure how he's getting those values. However, this isn't the only study that demonstrates that a team size of 5-7 people is optimal for productivity."
125400,"Joel Spolsky","@blunders He only provides a small sample of the study. In order to learn more, you should read Ruby and Howard's publication. If it's a good publication, it will provide the information you are looking for. As far as not looking for studies, I think that's the wrong approach - scientific studies (especially about team size and team dynamics) are exactly what you are looking for."
125907,"Joel Spolsky","I've never seen a job posting that didn't clearly specify the minimum requirements in terms of the type of degree, field of study, experience, and certification, along with any desired degrees, certifications, or skills. I'm not sure what the practices outside the US are, but I would suspect that most job postings would make the minimum and desired qualifications very explicit."
125935,"Joel Spolsky","I'm not too sure about the second paragraph. There are a number of professional associations designed around engineers in computing (computer and software engineers) as well as computing professionals - the IEEE Computer Society, the ACM, and the British Computer Society are rather large. The IEEE Communication Society has begun to reach out to software professionals in other IEEE societies, and searches turn up other local societies in different countries. SE is still less mature than other engineering disciplines, but there are associations formed for software engineers and professionals."
125935,"Joel Spolsky","Is the hiring of programmers to do engineering work common? It's not the case in the defense sector, where having an accredited engineering degree or involvement in an engineering association are respected. I've heard similar things from the healthcare industry as well. Since the advent of software engineering as an undergraduate degree program in the late 1990s, most job postings in the defense sector (outside of advanced research groups) have tended toward explicitly calling out people with experience/education in software engineering (either as their degree or as a minor or concentration)."
125944,"Joel Spolsky","You want a single technology stack to last 10+ years? Why not focus on good architecture and design principles to let your system evolve over time to use the technologies that are appropriate? Take a look at Visual Studio - it's been around since 1995 and has evolved over time. For example, Visual Studio 2010 added a major UI refresh that included the use of WPF and other architectural changes to add extensibility points. You can't control what technologies or paradigms are going to be big next year, much less in the timeframe you are looking at."
125953,"Joel Spolsky","That's true for most of the United States, however the title "software engineer"" is regulated in Texas"
125953,"Joel Spolsky","[This article, written by a PE from the Texas Board of Professional Engineers and published in IEEE Software](http://sce.uhcl.edu/helm/SWEBOK_IEEE/papers/10%20reprint%205.pdf), discusses it in more depth. You can use the title for your full-time employer, using only their facilities to product their products. However, you can't use the title outside the company. It all comes back to the legal responsibilities of someone calling themselves an engineer, which are also discussed in the article."
125953,"Joel Spolsky","@P.Brian.Mackey You can use the title at work only, assuming you are either a PE or meet the exemptions. However, I have personal business cards that identify myself as a "software engineer"" - it's against Texas law for me to use these in Texas to advertise myself"
125935,"Joel Spolsky","@kevincline I never mentioned a test of skill or selectiveness. However, my associations with the IEEE and ACM (including a conference attendance), Order of the Engineer, and IEEE certifications have been mentioned at nearly every interview in the defense industry and never mentioned at interviews in other industries. I've also noticed that companies that actively participate in or sponsor IEEE conferences, standards, and SWEBOK development efforts are companies that come from defense, healthcare, and automotive industries."
125983,"Joel Spolsky","`"Software engineer isn't a real engineer.""` Tell that to the IEEE. Or to ABET"
126000,"Joel Spolsky","I think you are over generalizing. The methodologies used have nothing to do with in-house products versus commercially-sold projects. I've worked on a shipped product that was developed very ad-hoc, ignoring many of what would be considered best practices. I've also worked on in-house projects that had detailed specs, test suites, and a plethora of quality control practices."
126003,"Joel Spolsky","I was writing something similar to this when you posted. +1 just for the last sentence, although it's all valid points."
126112,"Joel Spolsky","Is there a reason why you need to decide on how you are going to present your requirements to the developing organization now, instead of after you have gone through your organization's contracting process and selected a contractor to build the system?"
126114,"Joel Spolsky","@maple_shaft By structuring your Request for Proposal properly, you can give strong hints at what type of development process should be utilized to ensure the visibility and interaction that you need. Something important to keep in mind is that it's not always about what someone wants, but why they want it - there are almost always alternatives to meet the needs of involved parties in a way that works well for everyone (that's a key component of Principled Negotiation)."
126115,"Joel Spolsky","It's always a trade-off. With a firm, you might give up some aspects of control, but they supply the people, facilities, and technical resources. With in-house contractors, you might save some money, but also need to furnish them with all of the resources they need and spend time/money training them to use your systems. It comes down to how well you vet the people in both instances and what you're willing to give or take on. Both can be equally viable options, assuming you do your due diligance in both cases."
126513,"Joel Spolsky","@YannisRizos The customer shouldn't verify it. The developing organization should take the pressure of verifying the claim and presenting alternatives for negotiation."
126933,"Joel Spolsky","I'd also recommend IEEE Software as regular magazine about research topics, geared toward software practitioners. IEEE Computer reaches across computing, including hardware, scientific computing, networking, and so on, while IEEE Software focuses exclusively on software development and topics of interest to software developers across any industry. Both are very good, however, and I subscribe and regularly read both. I then follow up with the cited works contained in articles I'm interested in."
127190,"Joel Spolsky","@kiamlaluno Transcoding a video isn't related to graphics, and audio transcoding most certinly isn't. It's the conversion from one file format to another. An example is MPEG-2 to H.264. It doesn't require the display of graphics to perform."
127522,"Joel Spolsky","`We have a waterfall/iterative SDLC.` Elaborate on this. Waterfall is, by definition, a sequential process, not an iterative one. Although there are modified waterfalls (such as the sashimi model or waterfall-with-sub-projects), they are all sequential. Are you trying to move toward iterative processes from your current sequential process?"
127539,"Joel Spolsky","Can you elaborate on why automated UI testing is essential? Scrum is a project management framework that doesn't dictate any technical practices. The only references to testing that I can find with regards to Scrum that the Scrum Team is a cross-functional team. Although I would prefer automated testing, Scrum doesn't require any automated testing nor any testing at all, although passing tests should be part of the Definition of Done. It just says that any testing that is done is done by the team. Your bottom line is right - the current organizational structure is not well suited to Scrum."
127539,"Joel Spolsky","The question is, copied right from the original post, emphasis added: "How important it is to have automated UI testing **for Scrum**."" For Scrum"
127539,"Joel Spolsky","The wording in your answer makes it sound like automated UI testing is part of the Scrum process, and it isn't. But that doesn't mean it's not a good thing that should be done by the development team to improve quality. I agree it's a poorly worded question, but the distinction should be made between "is this required for Scrum"" and ""should completing automated UI testing be part of my definition of done for a story"". Ultimately"
127539,"Joel Spolsky","`Essential. Completely required.` needs to be changed to reflect that it's not "essential"" or ""completly required"" by the Scrum process framework. Right now"
128143,"Joel Spolsky","@user1016253 That means your estimate had a problem. Estimates should include risk exposure (impact * probability = exposure, where exposure has an impact on cost, time, and quality). Because there was an impediment that happened, but the estimate didn't account for it (or didn't account for enough of it), something was either overlooked or mis-assessed (the impact or probability was too low, meaning the exposure was too low, meaning there wasn't enough resources allocated to identifying and correcting the problem when it happened)."
128143,"Joel Spolsky","@user1016253 And if you are having trouble estimating and seeing risks and potential roadblocks, perhaps a good idea would be to decompose the story, either into multiple stories that each go into the backlog or sub-stories for use only by the development team to understand the work that needs to be done. It's often easier to estimate and perform risk analysis on a smaller unit of work."
128142,"Joel Spolsky","The failure to identify an impediment as a possible risk and determine the risk exposure RE (impact * probability) indicates a problem with estimation. A user story with a high RE needs to have a larger buffer of cost and time associated with it to address those risks, should they develop into problems."
128143,"Joel Spolsky","@DavidThornley It's not a way to manage risk at all, but a starting point for a risk management plan that would also include detection and mitigation strategies. It's a technique used to ensure that you have sufficient money and time in your plan should risks develop into problems. It's advocated by Steve McConnell in Software Estimation and Karl Wiegers in [this paper](http://www.compaid.com/caiinternet/ezine/Wiegers-Rainy.pdf). It's important to realize that it's not a per-task buffer, but a project (or iteration) buffer should various risks materialize."
128143,"Joel Spolsky","@Chris If the risk doesn't materialize, you have extra time. In a sequential process, you progress to the next phase early. In an iterative process, you can take the time to pull the next highest priority story into the backlog, or perform refactoring, or write additional tests, or work on things that exist outside of the project (training, meetings, other projects). There is no inflation of velocity, since the time is filled - Parkinson's Law applies."
128143,"Joel Spolsky","@Chris The buffer would only be a fraction of the risk exposure. I believe 20% is a typical number, so if something happening had a impact of 4 schedule hours and a chance of 50%, the risk exposure would be 2 hours and the buffer would be 20% of 2 hours, which I would round to 0.5 hours. The largest buffer for a 4 hour task would be (with rounding) 1 hour. This is because not all risks will happen and might not be as severe as you expect, so you don't need to buffer everything."
128143,"Joel Spolsky","@Chris As far as velocity, I'd bring in fewer hours of work (or story points, if that's how you calculate). I'd assess my risks in terms of the same units as a story and make sure that actual story points + buffer story points = velocity from the previous iteration. In a low-risk iteration, you bring it a lot more actionable work. In a high risk iteration, you bring in a smaller amount of actionable work, but are able to pull down from the backlog if risks don't materialize. In the end, velocity averages out throughout the project."
128143,"Joel Spolsky","@DavidThornley It depends on how you define "failure"". Perhaps failure is even the wrong word. The ultimate goal is to get your estimate as close as possible to actuality and do that consistently. Every estimate needs a range or confidence interval"
128259,"Joel Spolsky","If you use function points as an input to COCOMO, I believe there is an adjustment factor for different languages to account for time. If you use SLOC, you can only compare COCOMO output against projects in the same language. Unfortunately, I only have Software Engineering Economics, which covers COCOMO 89 and not COCOMO II (the preferred COCOMO implementation these days)."
128281,"Joel Spolsky","Size is one input into COCOMO, so SLOC == effort is wrong. Effort and cost are functions of size (SLOC or function points, preferrably function points), team cohesion, process maturity, required reliability, complexity, the capability and experiences of team members, and more. If all other things are equal, using tools and platforms that the developers are familiar with in order to reduce effort and cost. However, the whole concept of using COCOMO in an academic setting to argue language choice is pointless. The purpose of a class is not to reduce cost/effort, but to learn concepts/techniques."
128281,"Joel Spolsky","The other effects are pretty significant, at least in COCOMO II. According to Steve McConnell's Software Estimation, experience with the given language and toolchain has a 40% impact on productivity and using the weakest tool set and environment can increase effort by 50%. The influence of platform experience is 1.40 and the influence of programmer capability is 1.76, meaning that low experience and low capability means 1.40 and 1.76 times more effort than very high capability. Although size is primary, you definitly can't discount the other factors at all."
128281,"Joel Spolsky","That's a valid point. The reason I picked out those particular factors (of the 20-something, I think, in COCOMO II) is because they are the ones that are most relevant to technology choice without considering the technical feasibility behind technology choice. A full discussion of cost and effort would be several volumes of text and not suitable for an answer, much less a comment (Software Engineering Economics is almost 800 pages, Software Estimation is nearly 300, and those don't even cover everything together)."
128432,"Joel Spolsky","This can fail when you have someone who doesn't bring up problems. I wouldn't call that a very common issue on teams that I've worked on, but I have seen it myself. So in addition to having the meeting, you need to work with people to make sure everyone's bringing up problems, concerns, and other issues in front of the team. Part of it is team culture and meeting structure, the other is individual behavior."
128551,"Joel Spolsky","@JeffO That's probably true, but from what I've seen, many managers and leaders don't have time to develop software at work, with their other responsibilities. Some still work on personal projects at home, though. It depends a lot on your organization and duties."
128644,"Joel Spolsky","This might be true of how your organization implemented TSP, but it is by no means an accurate description of what PSP/TSP actually means."
128644,"Joel Spolsky","Phrases like `TSP is waterfall process incognito... period.` and `There is a series of ceremonial meetings where requirements are drawn in blood and work is planned out.` and `These people were basically operating in the stone age and had no concept of test driven development.` and `As for developer collaboration... virtually non existent.` do not capture the essence of PSP/TSP. This "answer"" is incredibly biased. Sure"
129215,"Joel Spolsky","I voted to close as too localized because it's only relevant to a small geographic area (Wolfram Alpha suggests Quebec is only 15% of the geographic area of Canada, and less than 1% of the world by my math), but it could also be off-topic since it applies to all careers within this limited geographic area and not exclusive to software developers."
129286,"Joel Spolsky","Where is waterfall with iterations defined? I'm familiar with the variants of waterfall that McConnell discusses in Rapid Development - Sashimi (Waterfall with Overlapping Phases), Waterfall with Subprojects, and Waterfall with Risk Reduction. I've never heard of waterfall with iterations before. To me, they sounds like the same thing, but without context, I can't be sure."
127809,"Joel Spolsky","For something like this, I'd consult a lawyer. My career is in the defense industry, including at contractors who create products for domestic as well as foreign customers. There is not only a legal team, but specific export control specialists that review everything to make sure it's following the guidelines. There are a lot of little things to watch out for and relying on an answer from a software developer isn't wise since it's so easy to overlook something important."
129357,"Joel Spolsky","The typical waterfall model presented is actually a strawman and not intended as an actual methodology. If you [read Winston Royce's paper](http://www.cs.umd.edu/class/spring2003/cmsc838p/Process/waterfall.pdf), you'll see that not only did Royce call this model a poor decision to manage a project, but presented a effective waterfall for software development is extremely different than what most people are taught."
129345,"Joel Spolsky","I may have just died a little inside."
18669,"Joel Spolsky","Waterfall is not a philosophy. It's a model. It's part of the plan-driven philosophy, along with other models such as the Spiral model."
129521,"Joel Spolsky","Technically, the developer can perform a review on his/her own work. It's not a requirement that another individual perform the review."
129545,"Joel Spolsky","It depends on what you mean by logic mistakes. Some tools can detect problems such as `=` versus `==`, loops that will never end or code blocks that will never execute."
